bound_size,question_id,equivalent,error,time_cost,generated_sql,gold_sql
1,32,ERROR,ValueError: Index 32 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH PARSED AS ( SELECT TICKER, DATE(PRINTF('%S-%S-%S', SUBSTR(MARKET_DATE, 7, 4), SUBSTR(MARKET_DATE, 4, 2), SUBSTR(MARKET_DATE, 1, 2))) AS MARKET_DATE, CASE WHEN UPPER(TRIM(VOLUME)) LIKE '%K' THEN CAST(REPLACE(UPPER(TRIM(VOLUME)), 'K', '') AS REAL) * 1000 WHEN UPPER(TRIM(VOLUME)) LIKE '%M' THEN CAST(REPLACE(UPPER(TRIM(VOLUME)), 'M', '') AS REAL) * 1000000 WHEN UPPER(TRIM(VOLUME)) LIKE '%B' THEN CAST(REPLACE(UPPER(TRIM(VOLUME)), 'B', '') AS REAL) * 1000000000 ELSE CAST(TRIM(VOLUME) AS REAL) END AS VOLUME_NUM FROM BITCOIN_PRICES ), LAGGED AS ( SELECT TICKER, MARKET_DATE, VOLUME_NUM, LAG(VOLUME_NUM) OVER (PARTITION BY TICKER ORDER BY MARKET_DATE) AS PREV_VOLUME FROM PARSED ) SELECT MARKET_DATE, TICKER, CASE WHEN PREV_VOLUME IS NULL OR PREV_VOLUME = 0 THEN NULL ELSE (VOLUME_NUM - PREV_VOLUME) * 100.0 / PREV_VOLUME END AS VOLUME_PCT_CHANGE FROM LAGGED WHERE MARKET_DATE BETWEEN '2021-08-01' AND '2021-08-10' ORDER BY MARKET_DATE, TICKER;"
1,33,ERROR,ValueError: Index 33 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH RYR AS ( SELECT R.DRIVER_ID, RA.YEAR AS SEASON_YEAR, RA.ROUND, R.CONSTRUCTOR_ID FROM RESULTS R JOIN RACES RA ON RA.RACE_ID = R.RACE_ID WHERE RA.YEAR BETWEEN 1950 AND 1959 ), PER AS ( SELECT DRIVER_ID, SEASON_YEAR, MIN(ROUND) AS MIN_ROUND, MAX(ROUND) AS MAX_ROUND, COUNT(DISTINCT ROUND) AS ROUND_COUNT FROM RYR GROUP BY DRIVER_ID, SEASON_YEAR ), FL AS ( SELECT P.DRIVER_ID, P.SEASON_YEAR, P.ROUND_COUNT, FR.CONSTRUCTOR_ID AS FIRST_CONSTRUCTOR_ID, LR.CONSTRUCTOR_ID AS LAST_CONSTRUCTOR_ID FROM PER P JOIN RYR FR ON FR.DRIVER_ID = P.DRIVER_ID AND FR.SEASON_YEAR = P.SEASON_YEAR AND FR.ROUND = P.MIN_ROUND JOIN RYR LR ON LR.DRIVER_ID = P.DRIVER_ID AND LR.SEASON_YEAR = P.SEASON_YEAR AND LR.ROUND = P.MAX_ROUND ) SELECT DISTINCT D.FORENAME || ' ' || D.SURNAME AS DRIVER FROM FL JOIN DRIVERS D ON D.DRIVER_ID = FL.DRIVER_ID WHERE FL.ROUND_COUNT >= 2 AND FL.FIRST_CONSTRUCTOR_ID = FL.LAST_CONSTRUCTOR_ID ORDER BY DRIVER;"
1,34,False,,0.404385,"WITH TOPACTORS AS ( SELECT FA.ACTOR_ID FROM FILM_ACTOR FA INNER JOIN INVENTORY INV ON FA.FILM_ID = INV.FILM_ID INNER JOIN RENTAL R ON INV.INVENTORY_ID = R.INVENTORY_ID GROUP BY FA.ACTOR_ID ORDER BY COUNT(*) DESC LIMIT 5 ), CUSTOMERSWHORENTEDTOPACTORS AS ( SELECT DISTINCT R.CUSTOMER_ID FROM FILM_ACTOR FA INNER JOIN INVENTORY INV ON FA.FILM_ID = INV.FILM_ID INNER JOIN RENTAL R ON INV.INVENTORY_ID = R.INVENTORY_ID WHERE FA.ACTOR_ID IN (SELECT ACTOR_ID FROM TOPACTORS) ) SELECT CAST(COUNT(DISTINCT C.CUSTOMER_ID) AS REAL) * 100.0 / (SELECT COUNT(*) FROM CUSTOMER) AS PERCENTAGE FROM CUSTOMER C INNER JOIN CUSTOMERSWHORENTEDTOPACTORS CWTA ON C.CUSTOMER_ID = CWTA.CUSTOMER_ID;","WITH ACTOR_RENTAL_COUNTS AS ( SELECT FA.ACTOR_ID, COUNT(R.RENTAL_ID) AS RENTAL_COUNT FROM FILM_ACTOR FA JOIN INVENTORY I ON I.FILM_ID = FA.FILM_ID JOIN RENTAL R ON R.INVENTORY_ID = I.INVENTORY_ID GROUP BY FA.ACTOR_ID ), TOP_5_ACTORS AS ( SELECT ACTOR_ID FROM ACTOR_RENTAL_COUNTS ORDER BY RENTAL_COUNT DESC, ACTOR_ID LIMIT 5 ), CUSTOMERS_WHO_RENTED_TOP_ACTORS AS ( SELECT DISTINCT R.CUSTOMER_ID FROM RENTAL R JOIN INVENTORY I ON R.INVENTORY_ID = I.INVENTORY_ID JOIN FILM_ACTOR FA ON FA.FILM_ID = I.FILM_ID WHERE FA.ACTOR_ID IN (SELECT ACTOR_ID FROM TOP_5_ACTORS) ), COUNTS AS ( SELECT (SELECT COUNT(*) FROM CUSTOMER) AS TOTAL_CUSTOMERS, (SELECT COUNT(*) FROM CUSTOMERS_WHO_RENTED_TOP_ACTORS) AS CUSTOMERS_RENTED ) SELECT CASE WHEN TOTAL_CUSTOMERS = 0 THEN 0.0 ELSE 100.0 * CUSTOMERS_RENTED / TOTAL_CUSTOMERS END AS PERCENTAGE_OF_CUSTOMERS FROM COUNTS;"
1,35,ERROR,ValueError: Index 35 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH SESSION_BOUNDS AS ( SELECT SESSION, MIN(STAMP) AS START_STAMP, MAX(STAMP) AS END_STAMP FROM ACTIVITY_LOG GROUP BY SESSION ), START_PAGES AS ( SELECT AL.SESSION, AL.PATH FROM ACTIVITY_LOG AL JOIN SESSION_BOUNDS SB ON AL.SESSION = SB.SESSION AND AL.STAMP = SB.START_STAMP ), END_PAGES AS ( SELECT AL.SESSION, AL.PATH FROM ACTIVITY_LOG AL JOIN SESSION_BOUNDS SB ON AL.SESSION = SB.SESSION AND AL.STAMP = SB.END_STAMP ), START_OR_END AS ( SELECT SESSION, PATH FROM START_PAGES UNION SELECT SESSION, PATH FROM END_PAGES ) SELECT PATH, COUNT(DISTINCT SESSION) AS SESSION_COUNT FROM START_OR_END GROUP BY PATH;"
1,36,True,,0.301611,"WITH STYLESCORES AS ( SELECT MS.STYLENAME, SUM(CASE WHEN MP.PREFERENCESEQ = 1 THEN 3 WHEN MP.PREFERENCESEQ = 2 THEN 2 WHEN MP.PREFERENCESEQ = 3 THEN 1 ELSE 0 END) AS TOTALSCORE FROM MUSICAL_PREFERENCES MP INNER JOIN MUSICAL_STYLES MS ON MP.STYLEID = MS.STYLEID GROUP BY MS.STYLENAME ), AVERAGESCORE AS ( SELECT AVG(TOTALSCORE) AS AVGSCORE FROM STYLESCORES ) SELECT SS.STYLENAME, SS.TOTALSCORE, ABS(SS.TOTALSCORE - AV.AVGSCORE) AS DIFFERENCEFROMAVERAGE FROM STYLESCORES SS CROSS JOIN AVERAGESCORE AV ORDER BY SS.STYLENAME;","WITH PER_STYLE AS ( SELECT MP.STYLEID, SUM( CASE MP.PREFERENCESEQ WHEN 1 THEN 3 WHEN 2 THEN 2 WHEN 3 THEN 1 ELSE 0 END ) AS WEIGHTED_SCORE FROM MUSICAL_PREFERENCES MP GROUP BY MP.STYLEID ), AVG_SCORE AS ( SELECT AVG(WEIGHTED_SCORE) AS AVG_WEIGHTED_SCORE FROM PER_STYLE ) SELECT MS.STYLENAME, PS.WEIGHTED_SCORE AS TOTALWEIGHTEDSCORE, ABS(PS.WEIGHTED_SCORE - A.AVG_WEIGHTED_SCORE) AS ABSOLUTEDIFFERENCEFROMAVERAGE FROM PER_STYLE PS JOIN MUSICAL_STYLES MS ON MS.STYLEID = PS.STYLEID CROSS JOIN AVG_SCORE A;"
1,37,ERROR,ValueError: Index 37 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"SELECT BEFORE_EFFECT, AFTER_EFFECT, AFTER_EFFECT - BEFORE_EFFECT AS CHANGE_AMOUNT, ROUND(((AFTER_EFFECT * 1.0 / BEFORE_EFFECT) - 1) * 100, 2) AS PERCENT_CHANGE, '2018' AS YEAR FROM ( SELECT SUM(CASE WHEN DELTA_WEEKS BETWEEN 1 AND 4 THEN SALES END) AS AFTER_EFFECT, SUM(CASE WHEN DELTA_WEEKS BETWEEN -3 AND 0 THEN SALES END) AS BEFORE_EFFECT FROM ( SELECT WEEK_DATE, ROUND((JULIANDAY(WEEK_DATE) - JULIANDAY('2018-06-15')) / 7.0) + 1 AS DELTA_WEEKS, SALES FROM CLEANED_WEEKLY_SALES ) ADD_DELTA_WEEKS ) AS ADD_BEFORE_AFTER UNION ALL SELECT BEFORE_EFFECT, AFTER_EFFECT, AFTER_EFFECT - BEFORE_EFFECT AS CHANGE_AMOUNT, ROUND(((AFTER_EFFECT * 1.0 / BEFORE_EFFECT) - 1) * 100, 2) AS PERCENT_CHANGE, '2019' AS YEAR FROM ( SELECT SUM(CASE WHEN DELTA_WEEKS BETWEEN 1 AND 4 THEN SALES END) AS AFTER_EFFECT, SUM(CASE WHEN DELTA_WEEKS BETWEEN -3 AND 0 THEN SALES END) AS BEFORE_EFFECT FROM ( SELECT WEEK_DATE, ROUND((JULIANDAY(WEEK_DATE) - JULIANDAY('2019-06-15')) / 7.0) + 1 AS DELTA_WEEKS, SALES FROM CLEANED_WEEKLY_SALES ) ADD_DELTA_WEEKS ) AS ADD_BEFORE_AFTER UNION ALL SELECT BEFORE_EFFECT, AFTER_EFFECT, AFTER_EFFECT - BEFORE_EFFECT AS CHANGE_AMOUNT, ROUND(((AFTER_EFFECT * 1.0 / BEFORE_EFFECT) - 1) * 100, 2) AS PERCENT_CHANGE, '2020' AS YEAR FROM ( SELECT SUM(CASE WHEN DELTA_WEEKS BETWEEN 1 AND 4 THEN SALES END) AS AFTER_EFFECT, SUM(CASE WHEN DELTA_WEEKS BETWEEN -3 AND 0 THEN SALES END) AS BEFORE_EFFECT FROM ( SELECT WEEK_DATE, ROUND((JULIANDAY(WEEK_DATE) - JULIANDAY('2020-06-15')) / 7.0) + 1 AS DELTA_WEEKS, SALES FROM CLEANED_WEEKLY_SALES ) ADD_DELTA_WEEKS ) AS ADD_BEFORE_AFTER ORDER BY YEAR;"
1,38,ERROR,ValueError: Index 38 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH FILM_REVENUE AS ( SELECT F.FILM_ID, COALESCE(SUM(P.AMOUNT), 0) AS TOTAL_REVENUE FROM FILM F LEFT JOIN INVENTORY I ON I.FILM_ID = F.FILM_ID LEFT JOIN RENTAL R ON R.INVENTORY_ID = I.INVENTORY_ID LEFT JOIN PAYMENT P ON P.RENTAL_ID = R.RENTAL_ID GROUP BY F.FILM_ID ), FILM_ACTOR_COUNTS AS ( SELECT FA.FILM_ID, COUNT(*) AS ACTOR_COUNT FROM FILM_ACTOR FA GROUP BY FA.FILM_ID ), ACTOR_FILM_REVENUE AS ( SELECT A.ACTOR_ID, A.FIRST_NAME, A.LAST_NAME, F.TITLE, COALESCE(FR.TOTAL_REVENUE, 0) AS TOTAL_REVENUE, FAC.ACTOR_COUNT, CASE WHEN FAC.ACTOR_COUNT > 0 THEN COALESCE(FR.TOTAL_REVENUE, 0) * 1.0 / FAC.ACTOR_COUNT ELSE 0.0 END AS AVG_REVENUE_PER_ACTOR FROM ACTOR A JOIN FILM_ACTOR FA ON FA.ACTOR_ID = A.ACTOR_ID JOIN FILM F ON F.FILM_ID = FA.FILM_ID LEFT JOIN FILM_REVENUE FR ON FR.FILM_ID = F.FILM_ID LEFT JOIN FILM_ACTOR_COUNTS FAC ON FAC.FILM_ID = F.FILM_ID ), RANKED AS ( SELECT ACTOR_ID, FIRST_NAME, LAST_NAME, TITLE, AVG_REVENUE_PER_ACTOR, ROW_NUMBER() OVER (PARTITION BY ACTOR_ID ORDER BY TOTAL_REVENUE DESC, TITLE ASC) AS RN FROM ACTOR_FILM_REVENUE ) SELECT FIRST_NAME || ' ' || LAST_NAME AS ACTOR_NAME, TITLE AS FILM_TITLE, AVG_REVENUE_PER_ACTOR FROM RANKED WHERE RN <= 3 ORDER BY ACTOR_NAME, AVG_REVENUE_PER_ACTOR DESC, FILM_TITLE;"
1,39,ERROR,AttributeError: 'ArithRef' object has no attribute 'year',,"WITH CUSTOMERLTV AS ( SELECT P.CUSTOMER_ID, SUM(P.AMOUNT) AS TOTAL_LTV FROM PAYMENT P GROUP BY P.CUSTOMER_ID ), INITIALPURCHASE AS ( SELECT P.CUSTOMER_ID, MIN(P.PAYMENT_DATE) AS INITIAL_PURCHASE_DATE FROM PAYMENT P GROUP BY P.CUSTOMER_ID ), SALESINPERIOD AS ( SELECT P.CUSTOMER_ID, SUM(CASE WHEN P.PAYMENT_DATE <= DATETIME(IP.INITIAL_PURCHASE_DATE, '+7 DAYS') THEN P.AMOUNT ELSE 0 END) AS SALES_7_DAYS, SUM(CASE WHEN P.PAYMENT_DATE <= DATETIME(IP.INITIAL_PURCHASE_DATE, '+30 DAYS') THEN P.AMOUNT ELSE 0 END) AS SALES_30_DAYS FROM PAYMENT P JOIN INITIALPURCHASE IP ON P.CUSTOMER_ID = IP.CUSTOMER_ID GROUP BY P.CUSTOMER_ID ) SELECT ROUND(AVG(SALES_7_DAYS / TOTAL_LTV * 100), 2) || '%' AS AVG_SALES_7_DAYS_PERCENTAGE, ROUND(AVG(SALES_30_DAYS / TOTAL_LTV * 100), 2) || '%' AS AVG_SALES_30_DAYS_PERCENTAGE, ROUND(AVG(TOTAL_LTV), 2) AS AVG_TOTAL_LTV FROM CUSTOMERLTV CLTV JOIN SALESINPERIOD SIP ON CLTV.CUSTOMER_ID = SIP.CUSTOMER_ID WHERE CLTV.TOTAL_LTV > 0;","WITH CUSTOMER_LTV AS ( SELECT CUSTOMER_ID, MIN(JULIANDAY(PAYMENT_DATE)) AS FIRST_PAYMENT_JD, SUM(AMOUNT) AS LTV FROM PAYMENT GROUP BY CUSTOMER_ID HAVING SUM(AMOUNT) > 0 ), PER_CUSTOMER AS ( SELECT C.CUSTOMER_ID, C.LTV, SUM(CASE WHEN (JULIANDAY(P.PAYMENT_DATE) - C.FIRST_PAYMENT_JD) BETWEEN 0 AND 7.0 THEN P.AMOUNT ELSE 0 END) AS LTV_7D, SUM(CASE WHEN (JULIANDAY(P.PAYMENT_DATE) - C.FIRST_PAYMENT_JD) BETWEEN 0 AND 30.0 THEN P.AMOUNT ELSE 0 END) AS LTV_30D FROM CUSTOMER_LTV C JOIN PAYMENT P ON P.CUSTOMER_ID = C.CUSTOMER_ID GROUP BY C.CUSTOMER_ID, C.LTV ) SELECT PRINTF('%.2F%%', AVG(100.0 * LTV_7D / LTV)) AS AVG_PCT_LTV_FIRST_7_DAYS, PRINTF('%.2F%%', AVG(100.0 * LTV_30D / LTV)) AS AVG_PCT_LTV_FIRST_30_DAYS, ROUND(AVG(LTV), 2) AS AVG_TOTAL_LTV FROM PER_CUSTOMER;"
1,40,ERROR,ValueError: Index 40 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH NEXT_DRIVE AS ( SELECT D1.YEAR, D1.DRIVER_ID, D1.CONSTRUCTOR_ID AS FROM_CONSTRUCTOR_ID, D1.LAST_ROUND AS LAST_ROUND_PREV, ( SELECT D2.FIRST_ROUND FROM DRIVES D2 WHERE D2.YEAR = D1.YEAR AND D2.DRIVER_ID = D1.DRIVER_ID AND D2.FIRST_ROUND > D1.LAST_ROUND ORDER BY D2.FIRST_ROUND LIMIT 1 ) AS NEXT_FIRST_ROUND, ( SELECT D2.CONSTRUCTOR_ID FROM DRIVES D2 WHERE D2.YEAR = D1.YEAR AND D2.DRIVER_ID = D1.DRIVER_ID AND D2.FIRST_ROUND > D1.LAST_ROUND ORDER BY D2.FIRST_ROUND LIMIT 1 ) AS TO_CONSTRUCTOR_ID FROM DRIVES D1 ), MISS_GAPS AS ( SELECT YEAR, DRIVER_ID, LAST_ROUND_PREV + 1 AS FIRST_MISSED_ROUND, NEXT_FIRST_ROUND - 1 AS LAST_MISSED_ROUND, (NEXT_FIRST_ROUND - LAST_ROUND_PREV - 1) AS MISSED_COUNT FROM NEXT_DRIVE WHERE NEXT_FIRST_ROUND IS NOT NULL AND (NEXT_FIRST_ROUND - LAST_ROUND_PREV - 1) >= 1 AND FROM_CONSTRUCTOR_ID <> TO_CONSTRUCTOR_ID ), DRIVER_YEAR AS ( SELECT YEAR, DRIVER_ID, SUM(MISSED_COUNT) AS TOTAL_MISSED, MIN(FIRST_MISSED_ROUND) AS FIRST_MISSED_ROUND, MAX(LAST_MISSED_ROUND) AS LAST_MISSED_ROUND FROM MISS_GAPS GROUP BY YEAR, DRIVER_ID HAVING SUM(MISSED_COUNT) < 3 ) SELECT YEAR, AVG(FIRST_MISSED_ROUND) AS AVG_FIRST_MISSED_ROUND, AVG(LAST_MISSED_ROUND) AS AVG_LAST_MISSED_ROUND FROM DRIVER_YEAR GROUP BY YEAR ORDER BY YEAR;"
1,41,ERROR,Z3Exception: sort mismatch,,"WITH RECENTLEGISLATORSCTE AS ( SELECT L.ID_BIOGUIDE, LT.STATE FROM LEGISLATORS L INNER JOIN LEGISLATORS_TERMS LT ON L.ID_BIOGUIDE = LT.ID_BIOGUIDE WHERE L.GENDER = 'F' AND SUBSTR(LT.TERM_END, 6, 5) = '12-31' ), STATECOUNTCTE AS ( SELECT STATE, COUNT(ID_BIOGUIDE) AS FEMALE_COUNT FROM RECENTLEGISLATORSCTE GROUP BY STATE ) SELECT STATE, FEMALE_COUNT FROM STATECOUNTCTE ORDER BY FEMALE_COUNT DESC LIMIT 1;","SELECT LT.STATE, COUNT(DISTINCT L.ID_BIOGUIDE) AS FEMALE_COUNT FROM LEGISLATORS_TERMS AS LT JOIN LEGISLATORS AS L ON L.ID_BIOGUIDE = LT.ID_BIOGUIDE WHERE UPPER(L.GENDER) = 'F' AND SUBSTR(LT.TERM_END, 6, 5) = '12-31' GROUP BY LT.STATE ORDER BY FEMALE_COUNT DESC, LT.STATE ASC LIMIT 1;"
1,42,ERROR,ValueError: Index 42 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH COHORT AS ( SELECT LT.ID_BIOGUIDE, DATE(LT.TERM_START) AS START_DATE FROM LEGISLATORS_TERMS LT WHERE LT.TERM_NUMBER = 0 AND LT.STATE = 'CO' AND DATE(LT.TERM_START) BETWEEN DATE('1917-01-01') AND DATE('1999-12-31') ), COHORT_SIZE AS ( SELECT COUNT(*) AS TOTAL FROM COHORT ), YEARS AS ( WITH RECURSIVE N(X) AS ( SELECT 0 UNION ALL SELECT X + 1 FROM N WHERE X < 20 ) SELECT X AS YEAR_OFFSET FROM N ), RETAINED AS ( SELECT Y.YEAR_OFFSET, COUNT(DISTINCT C.ID_BIOGUIDE) AS RETAINED_COUNT FROM COHORT C JOIN YEARS Y JOIN LEGISLATORS_TERMS T ON T.ID_BIOGUIDE = C.ID_BIOGUIDE AND DATE(C.START_DATE, '+' || Y.YEAR_OFFSET || ' YEARS') BETWEEN DATE(T.TERM_START) AND DATE(IFNULL(T.TERM_END, '9999-12-31')) GROUP BY Y.YEAR_OFFSET ) SELECT Y.YEAR_OFFSET AS YEARS_AFTER_START, COALESCE(1.0 * R.RETAINED_COUNT / CS.TOTAL, 0) AS RETENTION_RATE FROM YEARS Y LEFT JOIN RETAINED R ON R.YEAR_OFFSET = Y.YEAR_OFFSET CROSS JOIN COHORT_SIZE CS ORDER BY Y.YEAR_OFFSET;"
1,43,ERROR,ValueError: Index 43 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH BTC_PURCHASES AS ( SELECT M.REGION, CAST(SUBSTR(T.TXN_DATE, 7, 4) AS INTEGER) AS CALENDAR_YEAR, (T.QUANTITY * BP.PRICE * (1 + COALESCE(T.PERCENTAGE_FEE, 0.0) / 100.0)) AS TOTAL_COST FROM BITCOIN_TRANSACTIONS T JOIN BITCOIN_MEMBERS M ON M.MEMBER_ID = T.MEMBER_ID JOIN BITCOIN_PRICES BP ON BP.TICKER = T.TICKER AND BP.MARKET_DATE = T.TXN_DATE WHERE T.TICKER = 'BTC' AND T.TXN_TYPE = 'BUY' ), YEARLY_AVG AS ( SELECT CALENDAR_YEAR, REGION, AVG(TOTAL_COST) AS AVG_COST FROM BTC_PURCHASES GROUP BY CALENDAR_YEAR, REGION ), RANKED AS ( SELECT CALENDAR_YEAR, REGION, AVG_COST, RANK() OVER (PARTITION BY CALENDAR_YEAR ORDER BY AVG_COST DESC) AS REGION_RANK, LAG(AVG_COST) OVER (PARTITION BY REGION ORDER BY CALENDAR_YEAR) AS PREV_AVG_COST FROM YEARLY_AVG ) SELECT CALENDAR_YEAR, REGION, AVG_COST, REGION_RANK, ((AVG_COST - PREV_AVG_COST) * 100.0 / PREV_AVG_COST) AS YOY_PCT_CHANGE FROM RANKED WHERE PREV_AVG_COST IS NOT NULL ORDER BY CALENDAR_YEAR, REGION_RANK;"
1,44,False,,2.8502080000000003,"SELECT B.BOWLERFIRSTNAME, B.BOWLERLASTNAME, BS.MATCHID, BS.GAMENUMBER, BS.HANDICAPSCORE, T.TOURNEYDATE, T.TOURNEYLOCATION FROM BOWLER_SCORES AS BS INNER JOIN BOWLERS AS B ON BS.BOWLERID = B.BOWLERID INNER JOIN TOURNEY_MATCHES AS TM ON BS.MATCHID = TM.MATCHID INNER JOIN TOURNAMENTS AS T ON TM.TOURNEYID = T.TOURNEYID WHERE BS.WONGAME = 1 AND BS.HANDICAPSCORE <= 190 AND T.TOURNEYLOCATION IN ('THUNDERBIRD LANES', 'TOTEM LANES', 'BOLERO LANES');","SELECT B.BOWLERFIRSTNAME, B.BOWLERLASTNAME, BS.MATCHID, BS.GAMENUMBER, BS.HANDICAPSCORE, T.TOURNEYDATE, T.TOURNEYLOCATION FROM BOWLER_SCORES AS BS JOIN BOWLERS AS B ON B.BOWLERID = BS.BOWLERID JOIN TOURNEY_MATCHES AS TM ON TM.MATCHID = BS.MATCHID JOIN TOURNAMENTS AS T ON T.TOURNEYID = TM.TOURNEYID WHERE BS.WONGAME = 1 AND BS.HANDICAPSCORE <= 190 AND T.TOURNEYLOCATION IN ('THUNDERBIRD LANES', 'TOTEM LANES', 'BOLERO LANES') UNION ALL SELECT B.BOWLERFIRSTNAME, B.BOWLERLASTNAME, BSA.MATCHID, BSA.GAMENUMBER, BSA.HANDICAPSCORE, TA.TOURNEYDATE, TA.TOURNEYLOCATION FROM BOWLER_SCORES_ARCHIVE AS BSA JOIN BOWLERS AS B ON B.BOWLERID = BSA.BOWLERID JOIN TOURNEY_MATCHES_ARCHIVE AS TMA ON TMA.MATCHID = BSA.MATCHID JOIN TOURNAMENTS_ARCHIVE AS TA ON TA.TOURNEYID = TMA.TOURNEYID WHERE BSA.WONGAME = 1 AND BSA.HANDICAPSCORE <= 190 AND TA.TOURNEYLOCATION IN ('THUNDERBIRD LANES', 'TOTEM LANES', 'BOLERO LANES');"
1,45,ERROR,ValueError: Index 45 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH GET_EXTRAS_COUNT AS ( WITH RECURSIVE SPLIT_EXTRAS AS ( SELECT ORDER_ID, TRIM(SUBSTR(EXTRAS, 1, INSTR(EXTRAS || ',', ',') - 1)) AS EACH_EXTRA, SUBSTR(EXTRAS || ',', INSTR(EXTRAS || ',', ',') + 1) AS REMAINING_EXTRAS FROM PIZZA_CLEAN_CUSTOMER_ORDERS UNION ALL SELECT ORDER_ID, TRIM(SUBSTR(REMAINING_EXTRAS, 1, INSTR(REMAINING_EXTRAS, ',') - 1)) AS EACH_EXTRA, SUBSTR(REMAINING_EXTRAS, INSTR(REMAINING_EXTRAS, ',') + 1) FROM SPLIT_EXTRAS WHERE REMAINING_EXTRAS <> '' ) SELECT ORDER_ID, COUNT(EACH_EXTRA) AS TOTAL_EXTRAS FROM SPLIT_EXTRAS GROUP BY ORDER_ID ), CALCULATE_TOTALS AS ( SELECT T1.ORDER_ID, T1.PIZZA_ID, SUM( CASE WHEN PIZZA_ID = 1 THEN 12 WHEN PIZZA_ID = 2 THEN 10 END ) AS TOTAL_PRICE, T3.TOTAL_EXTRAS FROM PIZZA_CLEAN_CUSTOMER_ORDERS AS T1 JOIN PIZZA_CLEAN_RUNNER_ORDERS AS T2 ON T2.ORDER_ID = T1.ORDER_ID LEFT JOIN GET_EXTRAS_COUNT AS T3 ON T3.ORDER_ID = T1.ORDER_ID WHERE T2.CANCELLATION IS NULL GROUP BY T1.ORDER_ID, T1.PIZZA_ID, T3.TOTAL_EXTRAS ) SELECT SUM(TOTAL_PRICE) + SUM(TOTAL_EXTRAS) AS TOTAL_INCOME FROM CALCULATE_TOTALS;"
1,46,ERROR,ValueError: Index 46 not found in prediction file /home/hwu/txt2sql-verieql/VeriEQL/predictions_spider2/omni_portfolio.json,,,"WITH FEMALE_ONLY_BY_MOVIE AS ( SELECT MC.MID, CASE WHEN COUNT(*) > 0 AND SUM(CASE WHEN LOWER(TRIM(COALESCE(P.GENDER, ''))) = 'FEMALE' THEN 0 ELSE 1 END) = 0 THEN 1 ELSE 0 END AS IS_FEMALE_ONLY FROM M_CAST MC LEFT JOIN PERSON P ON TRIM(MC.PID) = P.PID GROUP BY MC.MID ) SELECT M.YEAR, SUM(CASE WHEN COALESCE(FM.IS_FEMALE_ONLY, 0) = 1 THEN 1 ELSE 0 END) * 1.0 / COUNT(*) AS PROPORTION_FEMALE_ONLY, COUNT(*) AS TOTAL_FILMS FROM MOVIE M LEFT JOIN FEMALE_ONLY_BY_MOVIE FM ON FM.MID = M.MID GROUP BY M.YEAR ORDER BY M.YEAR;"
