question_id,supported,error
510,True,
511,True,
512,True,
513,True,
516,True,
517,True,
521,True,
522,True,
524,True,
526,True,
527,True,
528,True,
531,True,
532,False,Z3Exception: Non-sequence passed as a sequence
534,True,
535,True,
536,False,Z3Exception: Non-sequence passed as a sequence
537,True,
538,True,
539,True,
540,True,
541,True,
542,True,
543,True,
544,True,
545,True,
546,True,
547,True,
548,True,
549,True,
550,True,
551,True,
552,True,
553,False,Z3Exception: Non-sequence passed as a sequence
554,True,
555,True,
556,True,
558,True,
559,True,
560,True,
561,True,
562,True,
563,True,
564,True,
565,True,
566,True,
567,True,
568,True,
569,False,Z3Exception: Non-sequence passed as a sequence
570,True,
572,True,
573,True,
574,True,
575,True,
576,False,Z3Exception: Non-sequence passed as a sequence
577,True,
578,True,
579,True,
580,True,
583,True,
585,False,Z3Exception: Non-sequence passed as a sequence
588,True,
589,True,
591,False,Z3Exception: Non-sequence passed as a sequence
597,True,
598,False,Z3Exception: Non-sequence passed as a sequence
599,False,NotSupportedError: Not supported feature: Subquery in select clause is not allowed.
601,True,
604,True,
605,True,
606,True,
607,True,
609,True,
611,True,
612,True,
613,True,
615,True,
618,True,
619,True,
621,True,
622,True,
623,True,
624,True,
626,False,Z3Exception: Non-sequence passed as a sequence
627,True,
629,False,Z3Exception: Non-sequence passed as a sequence
633,True,
634,True,
636,True,
638,True,
641,False,Z3Exception: Non-sequence passed as a sequence
643,True,
644,True,
645,True,
647,False,Z3Exception: Non-sequence passed as a sequence
648,True,
651,True,
653,True,
654,True,
655,True,
657,True,
658,True,
659,True,
660,True,
661,True,
662,False,Z3Exception: Non-sequence passed as a sequence
663,True,
664,False,Z3Exception: Non-sequence passed as a sequence
666,True,
668,True,
669,True,
670,True,
671,True,
673,True,
674,True,
675,True,
676,True,
677,False,Z3Exception: Non-sequence passed as a sequence
678,True,
680,True,
684,False,"NotImplementedError: {'filter': {'between': ['AGE', 13, 18]}, 'value': {'count': 'ID'}}"
688,True,
690,True,
691,True,
695,True,
697,True,
699,True,
702,True,
703,True,
704,True,
705,True,
706,False,Z3Exception: Non-sequence passed as a sequence
707,True,
708,False,Z3Exception: Non-sequence passed as a sequence
712,True,
713,True,
714,True,
715,True,
716,True,
717,True,
718,True,
719,True,
720,True,
721,True,
722,True,
723,True,
724,True,
725,True,
727,True,
729,True,
730,True,
731,True,
732,True,
733,True,
734,True,
735,True,
736,True,
737,True,
738,True,
739,True,
740,True,
741,True,
742,True,
744,True,
745,True,
746,True,
747,True,
748,True,
749,True,
750,True,
751,True,
752,True,
753,True,
754,True,
755,True,
756,True,
757,True,
759,True,
760,True,
761,True,
762,True,
763,True,
764,True,
766,True,
768,True,
769,True,
770,True,
771,True,
773,True,
774,True,
775,True,
776,True,
777,True,
778,True,
779,True,
780,True,
781,True,
782,True,
783,True,
784,True,
785,True,
786,True,
787,True,
789,True,
790,False,Z3Exception: Non-sequence passed as a sequence
792,True,
793,True,
794,True,
795,True,
796,True,
797,True,
798,True,
799,True,
800,True,
802,True,
803,False,NotImplementedError: {'lower': 'POWER_NAME'}
804,True,
806,True,
807,True,
808,True,
809,True,
810,True,
811,True,
813,True,
814,True,
815,True,
816,True,
817,True,
818,True,
819,True,
820,True,
821,True,
822,True,
823,True,
824,True,
825,True,
826,True,
827,True,
828,True,
829,True,
830,True,
831,True,
832,True,
833,True,
834,True,
835,True,
836,False,Z3Exception: Non-sequence passed as a sequence
839,True,
840,True,
841,True,
842,True,
844,True,
845,True,
846,True,
847,True,
848,True,
850,True,
853,True,
854,True,
856,True,
857,True,
858,True,
859,True,
861,False,Z3Exception: Non-sequence passed as a sequence
862,True,
863,True,
864,True,
867,True,
868,True,
869,True,
870,True,
872,False,Z3Exception: Non-sequence passed as a sequence
873,True,
874,True,
875,True,
876,True,
877,True,
878,True,
879,True,
881,True,
882,True,
883,True,
884,False,Z3Exception: Non-sequence passed as a sequence
885,True,
886,True,
887,True,
890,True,
892,True,
895,True,
897,True,
899,False,Z3Exception: Non-sequence passed as a sequence
900,True,
901,False,Z3Exception: Non-sequence passed as a sequence
904,True,
909,True,
910,True,
911,True,
912,True,
913,True,
914,True,
916,True,
917,True,
918,True,
919,True,
920,True,
923,True,
924,True,
925,True,
926,True,
927,True,
929,True,
931,True,
932,True,
933,True,
934,True,
935,True,
938,False,Z3Exception: Non-sequence passed as a sequence
939,True,
940,True,
941,True,
945,True,
946,True,
947,False,Z3Exception: Non-sequence passed as a sequence
949,True,
954,True,
957,True,
959,False,Z3Exception: Non-sequence passed as a sequence
960,True,
961,True,
962,False,Z3Exception: Non-sequence passed as a sequence
964,True,
965,True,
967,False,Z3Exception: Non-sequence passed as a sequence
968,True,
969,False,Z3Exception: Non-sequence passed as a sequence
971,False,Z3Exception: Non-sequence passed as a sequence
972,False,Z3Exception: Non-sequence passed as a sequence
975,True,
976,True,
977,True,
980,True,
981,True,
982,True,
983,True,
984,True,
990,False,Z3Exception: Non-sequence passed as a sequence
991,False,Z3Exception: Non-sequence passed as a sequence
994,True,
996,True,
997,True,
1003,True,
1005,True,
1007,True,
1008,True,
1015,False,Z3Exception: Non-sequence passed as a sequence
1017,True,
1018,True,
1019,True,
1020,True,
1022,True,
1025,True,
1030,True,
1033,False,Z3Exception: Non-sequence passed as a sequence
1035,True,
1036,False,Z3Exception: Non-sequence passed as a sequence
1039,True,
1042,True,
1043,True,
1044,False,Z3Exception: Non-sequence passed as a sequence
1045,True,
1046,True,
1047,False,Z3Exception: Non-sequence passed as a sequence
1048,False,Z3Exception: Non-sequence passed as a sequence
1049,True,
1050,True,
1051,True,
1053,True,
1054,True,
1055,True,
1056,True,
1057,True,
1059,True,
1060,False,Z3Exception: Non-sequence passed as a sequence
1061,False,Z3Exception: Non-sequence passed as a sequence
1062,False,Z3Exception: Non-sequence passed as a sequence
1063,True,
1065,True,
1066,True,
1067,True,
1069,True,
1070,True,
1071,True,
1072,True,
1073,False,Z3Exception: Non-sequence passed as a sequence
1074,True,
1075,True,
1077,True,
1078,True,
1079,True,
1080,True,
1081,True,
1082,True,
1083,True,
1084,False,Z3Exception: Non-sequence passed as a sequence
1086,True,
1087,True,
1088,True,
1089,True,
1090,True,
1091,False,Z3Exception: Non-sequence passed as a sequence
1095,True,
1096,True,
1097,True,
1098,True,
1099,True,
1100,True,
1101,True,
1102,False,Z3Exception: Non-sequence passed as a sequence
1103,False,Z3Exception: Non-sequence passed as a sequence
1104,False,Z3Exception: Non-sequence passed as a sequence
1105,False,Z3Exception: Non-sequence passed as a sequence
1106,False,Z3Exception: Non-sequence passed as a sequence
1108,False,Z3Exception: Non-sequence passed as a sequence
1109,False,Z3Exception: Non-sequence passed as a sequence
1110,False,Z3Exception: Non-sequence passed as a sequence
1111,False,Z3Exception: Non-sequence passed as a sequence
1112,False,Z3Exception: Non-sequence passed as a sequence
1114,False,Z3Exception: Non-sequence passed as a sequence
1115,False,Z3Exception: Non-sequence passed as a sequence
1116,False,NotSupportedError: Not supported feature: OVER
1117,True,
1122,True,
1123,True,
1124,True,
1125,True,
1128,True,
1129,True,
1130,True,
1131,True,
1132,True,
1133,False,Z3Exception: Non-sequence passed as a sequence
1134,False,NotSupportedError: Not supported feature: Query must have a FROM clause
1137,True,
1138,True,
1139,False,Z3Exception: Non-sequence passed as a sequence
1140,True,
1141,True,
1143,True,
1146,True,
1147,True,
1150,False,Z3Exception: Non-sequence passed as a sequence
1151,False,Z3Exception: Non-sequence passed as a sequence
1153,True,
1154,True,
1155,True,
1156,False,Z3Exception: Non-sequence passed as a sequence
1157,True,
1159,True,
1161,False,Z3Exception: Non-sequence passed as a sequence
1162,False,Z3Exception: Non-sequence passed as a sequence
1163,False,Z3Exception: Non-sequence passed as a sequence
1164,False,Z3Exception: Non-sequence passed as a sequence
1165,False,Z3Exception: Non-sequence passed as a sequence
1169,True,
1171,False,Z3Exception: Non-sequence passed as a sequence
1172,True,
1173,True,
1174,False,Z3Exception: Non-sequence passed as a sequence
1176,True,
1177,True,
1180,True,
1181,False,Z3Exception: Non-sequence passed as a sequence
1182,False,Z3Exception: Non-sequence passed as a sequence
1183,True,
1184,True,
1187,True,
1188,False,Z3Exception: Non-sequence passed as a sequence
1190,True,
1191,False,Z3Exception: Non-sequence passed as a sequence
1192,False,Z3Exception: Non-sequence passed as a sequence
1193,False,Z3Exception: Non-sequence passed as a sequence
1194,True,
1195,True,
1196,True,
1198,True,
1201,False,Z3Exception: Non-sequence passed as a sequence
1202,False,Z3Exception: Non-sequence passed as a sequence
1206,True,
1208,True,
1209,True,
1210,True,
1212,True,
1214,True,
1218,True,
1220,True,
1221,True,
1223,True,
1228,True,
1229,False,Z3Exception: Non-sequence passed as a sequence
1230,True,
1231,False,Z3Exception: Non-sequence passed as a sequence
1232,False,Z3Exception: Non-sequence passed as a sequence
1235,False,Z3Exception: Non-sequence passed as a sequence
1236,False,Z3Exception: Non-sequence passed as a sequence
1237,True,
1240,False,Z3Exception: Non-sequence passed as a sequence
1244,False,Z3Exception: Non-sequence passed as a sequence
1246,True,
1249,True,
1250,True,
1255,True,
1257,False,Z3Exception: Non-sequence passed as a sequence
1258,True,
1259,True,
1260,False,Z3Exception: Non-sequence passed as a sequence
1261,True,
1262,True,
1263,True,
1266,True,
1268,True,
1272,True,
1276,True,
1277,True,
1281,True,
1282,True,
1288,True,
1293,True,
1294,True,
1301,True,
1303,True,
1307,True,
1310,True,
1311,True,
1312,True,
1313,True,
1314,True,
1315,True,
1316,True,
1317,True,
1319,False,Z3Exception: Non-sequence passed as a sequence
1320,True,
1321,False,Z3Exception: Non-sequence passed as a sequence
1324,False,Z3Exception: Non-sequence passed as a sequence
1325,True,
1326,True,
1327,True,
1328,True,
1329,True,
1330,True,
1331,True,
1332,False,Z3Exception: Non-sequence passed as a sequence
1333,True,
1334,True,
1335,False,Z3Exception: Non-sequence passed as a sequence
1336,True,
1337,True,
1339,False,Z3Exception: Non-sequence passed as a sequence
1340,False,Z3Exception: Non-sequence passed as a sequence
1341,True,
1342,True,
1343,True,
1344,True,
1345,True,
1346,True,
1347,True,
1348,True,
1349,True,
1350,True,
1351,True,
1352,True,
1353,True,
1354,True,
1355,True,
1356,True,
1357,True,
1358,True,
1360,False,"NotImplementedError: {'filter': {'eq': ['B__CATEGORY', {'literal': 'PARKING'}]}, 'value': {'sum': 'B__AMOUNT'}}"
1361,True,
1362,True,
1363,True,
1364,True,
1367,True,
1368,True,
1369,True,
1371,True,
1372,True,
1373,True,
1374,True,
1375,True,
1376,True,
1377,True,
1378,True,
1379,False,Z3Exception: Non-sequence passed as a sequence
1380,True,
1381,True,
1382,True,
1383,True,
1385,True,
1386,True,
1387,True,
1389,True,
1390,False,"NotImplementedError: {'filter': {'eq': ['EVENT__EVENT_NAME', {'literal': 'YEARLY KICKOFF'}]}, 'value': {'sum': 'EXPENSE__COST'}}"
1392,True,
1393,True,
1394,True,
1395,False,Z3Exception: Non-sequence passed as a sequence
1396,True,
1397,True,
1398,True,
1400,False,Z3Exception: Non-sequence passed as a sequence
1401,True,
1402,True,
1403,True,
1405,True,
1407,True,
1408,True,
1409,True,
1410,True,
1411,True,
1412,True,
1413,True,
1414,True,
1415,True,
1416,True,
1417,True,
1418,True,
1419,True,
1420,True,
1422,True,
1423,True,
1424,True,
1425,True,
1426,True,
1428,True,
1429,True,
1430,True,
1431,True,
1432,True,
1434,True,
1435,False,Z3Exception: Non-sequence passed as a sequence
1436,True,
1438,True,
1439,True,
1440,False,Z3Exception: Non-sequence passed as a sequence
1442,True,
1443,False,Z3Exception: Non-sequence passed as a sequence
1444,True,
1445,True,
1446,True,
1447,True,
1448,True,
1449,True,
1452,True,
1457,True,
1459,True,
1460,True,
1461,True,
1462,True,
1463,True,
1464,True,
1465,True,
1468,True,
1469,True,
1470,True,
1471,True,
1473,False,Z3Exception: Non-sequence passed as a sequence
1474,True,
1476,False,Z3Exception: Non-sequence passed as a sequence
1477,False,Z3Exception: Non-sequence passed as a sequence
1478,True,
1479,False,Z3Exception: Non-sequence passed as a sequence
1483,True,
1484,False,NotSupportedError: Not supported feature: Query must have a FROM clause
1485,False,NotSupportedError: Not supported feature: Query must have a FROM clause
1487,True,
1489,True,
1492,True,
1493,True,
1494,True,
1495,True,
1497,True,
1499,True,
1500,True,
1502,True,
1504,False,Z3Exception: Non-sequence passed as a sequence
1506,True,
1507,True,
1508,True,
1509,False,Z3Exception: Non-sequence passed as a sequence
1511,True,
1513,True,
1514,True,
1515,True,
1516,True,
1517,True,
1518,True,
1519,True,
1521,True,
1522,True,
1523,True,
1528,True,
1532,True,
1533,True,
